path,top_level,kind,line_count,bytes,summary
docs/audit/2026-05-15-unified-family-term-stats.md,docs,markdown,41,1633,Repository audit note for 2026 05 15 unified family term stats
docs/audit/2026-05-16-active-profile-summary-selectivity.md,docs,markdown,37,1999,Repository audit note for 2026 05 16 active profile summary selectivity
docs/audit/2026-05-16-cron-only-trainer-orchestration.md,docs,markdown,41,1613,Repository audit note for 2026 05 16 cron only trainer orchestration
docs/audit/2026-05-16-live-family-run-review.md,docs,markdown,299,15515,Repository audit note for 2026 05 16 live family run review
docs/audit/2026-05-16-profile-term-selectivity-tightening.md,docs,markdown,21,1107,Repository audit note for 2026 05 16 profile term selectivity tightening
docs/audit/2026-05-16-queue-prompt-snapshot-mirroring.md,docs,markdown,69,3719,Repository audit note for 2026 05 16 queue prompt snapshot mirroring
docs/audit/2026-05-16-technical-term-lookup-module.md,docs,markdown,24,1171,Repository audit note for 2026 05 16 technical term lookup module
docs/audit/2026-05-17-ci-and-dataset-repair.md,docs,markdown,84,4494,Repository audit note for 2026 05 17 ci and dataset repair
docs/audit/2026-05-17-family-trace-count-publish-repair.md,docs,markdown,84,4528,Repository audit note for 2026 05 17 family trace count publish repair
docs/audit/2026-05-17-live-trainer-queue-mirroring.md,docs,markdown,109,5793,Repository audit note for 2026 05 17 live trainer queue mirroring
docs/audit/2026-05-17-sqlite-family-index-migration.md,docs,markdown,88,3428,Repository audit note for 2026 05 17 sqlite family index migration
docs/audit/2026-05-17-stage-level-family-criterion.md,docs,markdown,68,1961,Repository audit note for 2026 05 17 stage level family criterion
docs/audit/2026-05-17-symmetric-singleton-family-routing.md,docs,markdown,98,4905,Repository audit note for 2026 05 17 symmetric singleton family routing
docs/audit/2026-05-17-trainer-pending-cycle-recovery.md,docs,markdown,87,4520,Repository audit note for 2026 05 17 trainer pending cycle recovery
docs/audit/2026-05-17-trainer-remote-baseline-transient-cache-contract.md,docs,markdown,77,3955,Repository audit note for 2026 05 17 trainer remote baseline transient cache contract
docs/audit/README.md,docs,markdown,15,511,Repository audit note for README
docs/guides/hushwheel-fixture-rag-guide.md,docs,markdown,138,5169,RAG Guide For The Hushwheel Fixture
docs/operations/azure-deployment.md,docs,markdown,111,4901,Azure Deployment Notes
docs/operations/environment.md,docs,markdown,138,9211,Environment and secret reference for local runtime and deployment workflows
docs/operations/runtime-image.md,docs,markdown,46,1989,Runtime Image Notes
docs/operations/simple-end-to-end-verification-guide.md,docs,markdown,105,4111,Simple End-To-End Verification Guide
docs/operations/trainer-deployment.md,docs,markdown,146,5971,Trainer Deployment Notes
docs/planning/codex-exec-resume-plan.md,docs,markdown,207,11561,Codex Exec Resume Plan
docs/planning/dataset-integration-plan.md,docs,markdown,478,33882,Dataset Integration Plan
docs/planning/dspy-feedback-trace-training-plan.md,docs,markdown,168,6369,DSPy Feedback-Trace Training Plan
docs/planning/family-first-mipro-runtime-contract.md,docs,markdown,556,35913,Family-First DSPy / MIPROv2 Contract
docs/planning/per-turn-dspy-mediation-contract.md,docs,markdown,115,4966,Per-Turn DSPy Mediation Contract
docs/planning/repo-hardening-plan.md,docs,markdown,71,4545,Repository Hardening Plan
docs/planning/trainer-context-group-champion-plan.md,docs,markdown,119,7736,Trainer Context-Group Champion Plan
mkdocs.yml,mkdocs.yml,yaml,37,843,site_name: Repository RAG Lab
notebooks/01_repo_rag_research.ipynb,notebooks,notebook,281,9324,Repository RAG Research Playbook
notebooks/02_agent_workflow_checklist.ipynb,notebooks,notebook,404,17632,Agent Workflow Checklist
notebooks/03_dspy_training_lab.ipynb,notebooks,notebook,314,12048,DSPy Training Sample Lab
notebooks/04_sample_population_lab.ipynb,notebooks,notebook,250,7894,Sample Population Lab
notebooks/05_hushwheel_fixture_rag_lab.ipynb,notebooks,notebook,378,13622,Hushwheel Fixture RAG Lab
publication/.gitignore,publication,text,12,80,.build/
publication/Makefile,publication,makefile,48,1644,UV ?= uv
publication/README.md,publication,markdown,34,1499,Publication Article
publication/article-banner.png,publication,binary,,79074,Binary tracked asset at publication/article-banner.png
publication/exploratorium_translation/.gitignore,publication,text,6,32,.build/
publication/exploratorium_translation/Makefile,publication,makefile,30,870,UV ?= uv
publication/exploratorium_translation/README.md,publication,markdown,28,997,Exploratorium Translation
publication/exploratorium_translation/exploratorium_translation.pdf,publication,binary,,869085,Binary tracked asset at publication/exploratorium_translation/exploratorium_translation.pdf
publication/exploratorium_translation/exploratorium_translation.tex,publication,latex,70,2573,\documentclass[11pt]{article}
publication/exploratorium_translation/generated/exploratorium-content.tex,publication,latex,2948,966072,% Generated by repo-rag sync-exploratorium-translation. Do not edit manually.
publication/exploratorium_translation/generated/exploratorium-manifest.json,publication,json,5323,370760,"JSON object with keys: generated_at, tracked_file_count, summarized_file_count"
publication/references.bib,publication,bibtex,28,1252,"@inproceedings{lewis2020rag,"
publication/repository-rag-lab-article.pdf,publication,binary,,236232,Binary tracked asset at publication/repository-rag-lab-article.pdf
publication/repository-rag-lab-article.tex,publication,latex,208,9526,\documentclass[11pt]{article}
publication/todo-backlog-table.tex,publication,latex,34,10547,% Generated by repo-rag sync-todo-backlog. Do not edit manually.
pyproject.toml,pyproject.toml,toml,97,2285,[build-system]
rust-cli/Cargo.lock,rust-cli,lockfile,118,3213,This file is automatically @generated by Cargo.
rust-cli/Cargo.toml,rust-cli,toml,8,144,[package]
rust-cli/src/main.rs,rust-cli,rust,626,20422,"use rusqlite::{params, Connection};"
samples/README.md,samples,markdown,13,713,Samples
samples/logs/20260315T050730Z-gh-runs.md,samples,markdown,45,1341,GitHub Actions Run Log
samples/logs/20260315T085140Z-gh-red-status-check.md,samples,markdown,25,847,GitHub Actions Red Status Check
samples/logs/20260317T064722Z-full-build.raw.log,samples,binary,,2109,Binary tracked asset at samples/logs/20260317T064722Z-full-build.raw.log
samples/logs/20260317T064833Z-full-build-attempt2.raw.log,samples,binary,,14950,Binary tracked asset at samples/logs/20260317T064833Z-full-build-attempt2.raw.log
samples/logs/20260317T073401Z-gh-runs-notebook-scaffolding.md,samples,markdown,35,2865,GitHub Actions Run Log
samples/logs/20260317T073404Z-gh-runs.md,samples,markdown,32,1269,GitHub Actions Run Log
samples/logs/20260317T080018Z-gh-runs-all-notebooks.md,samples,markdown,34,2128,GitHub Actions Run Log
samples/logs/20260317T083207Z-gh-runs-todo-backlog.md,samples,markdown,27,1063,GitHub Actions Run Log
samples/logs/20260317T084723Z-gh-runs-repo-completeness-checklist.md,samples,markdown,27,1186,GitHub Actions Run Log
samples/logs/20260317T085723Z-gh-runs-hushwheel-fixture.md,samples,markdown,36,1472,GitHub Actions Run Log
samples/logs/20260317T091641Z-gh-runs-hushwheel-rag-playbook.md,samples,markdown,36,1470,GitHub Actions Run Log
samples/logs/20260317T092251Z-gh-runs-publication-article.md,samples,markdown,33,1801,GitHub Actions Run Log
samples/logs/20260318T003027Z-gh-runs-wire-skill-triggers-for-do-repo-verification-aud.md,samples,markdown,29,1113,GitHub Actions Run Log
samples/logs/20260318T003654Z-gh-runs-execute-all-notebooks.md,samples,markdown,41,1682,GitHub Actions Run Log
samples/logs/20260318T003927Z-gh-runs-publication-workflow-fix.md,samples,markdown,35,1747,GitHub Actions Run Log
samples/logs/20260318T004712Z-gh-runs-hushwheel-program-harness.md,samples,markdown,49,1798,GitHub Actions Run Log
samples/logs/20260318T010254Z-gh-runs-refresh-final-notebook-outputs-for-no-move-those.md,samples,markdown,29,1113,GitHub Actions Run Log
samples/logs/20260318T010637Z-gh-runs-env-refresh-retest.md,samples,markdown,26,1029,GitHub Actions Run Log
samples/logs/20260318T010741Z-gh-runs-consolidate-session-master.md,samples,markdown,62,1950,GitHub Actions Run Log
samples/logs/20260318T012137Z-gh-runs-azure-inference-endpoint-probe.md,samples,markdown,26,1004,GitHub Actions Run Log
samples/logs/20260318T012714Z-gh-runs-tighten-repo-hygiene-for-other-agnet-is-doing-1-.md,samples,markdown,29,1091,GitHub Actions Run Log
samples/logs/20260318T015109Z-gh-runs-improve-notebook-run-observability-and-reporting.md,samples,markdown,55,2151,GitHub Actions Run Log
samples/logs/20260318T021736Z-gh-runs-sync-todo-backlog-into-markdown-and-publication-surfaces.md,samples,markdown,55,1778,GitHub Actions Run Log
samples/logs/20260318T023922Z-gh-runs-implement-step-1-dspy-training-path-follow-up.md,samples,markdown,55,1735,GitHub Actions Run Log
samples/logs/20260318T044242Z-gh-runs-add-maintained-repository-research-narrative.md,samples,markdown,56,2222,GitHub Actions Run Log
samples/logs/20260318T050051Z-gh-runs-add-azure-runtime-surfaces-for-do-1-and-2-and-carry-on-to-next.md,samples,markdown,38,1828,GitHub Actions Run Log
samples/logs/20260318T051627Z-gh-runs-develop-retrieval-evaluation-suite.md,samples,markdown,37,1768,GitHub Actions Run Log
samples/logs/20260318T060918Z-gh-runs-consolidate-session-master-repair.md,samples,markdown,70,2460,GitHub Actions Run Log
samples/logs/20260318T063755Z-gh-runs-keep-utility-sync-tests-side-effect-free.md,samples,markdown,29,1074,GitHub Actions Run Log
samples/logs/20260318T064924Z-gh-runs-retrieval-refresh-go-ahead.md,samples,markdown,54,1858,GitHub Actions Run Log
samples/logs/20260318T083955Z-gh-runs-benchmark-broadening-2.md,samples,markdown,34,1217,GitHub Actions Run Log
samples/logs/20260318T090625Z-gh-runs-hushwheel-quality-instrumentation.md,samples,markdown,29,1312,GitHub Actions Run Log
samples/logs/20260318T091252Z-gh-runs-add-rust-lookup-and-retrieval-tag-summaries-for-.md,samples,markdown,53,2223,GitHub Actions Run Log
samples/logs/20260318T093632Z-gh-runs-retrieval-regression-gate-great-carry-on.md,samples,markdown,34,1325,GitHub Actions Run Log
samples/logs/20260318T094120Z-gh-runs-dspy-live-proof-and-rust-wrapper-repair.md,samples,markdown,45,1469,GitHub Actions Summary
samples/logs/20260318T094347Z-gh-runs-hushwheel-hardening-followup.md,samples,markdown,72,2739,GitHub Runs Log
samples/logs/20260318T100336Z-gh-runs-sync-final-rebased-inventories-for-carry-on-comm.md,samples,markdown,29,1103,GitHub Actions Run Log
samples/logs/20260318T101229Z-gh-runs-hushwheel-audit-refresh.md,samples,markdown,37,1707,GitHub Actions Summary
samples/logs/20260318T101939Z-gh-runs-land-each-unlanded.md,samples,markdown,28,1556,GitHub Actions Run Log
samples/logs/20260318T123402Z-gh-runs-fix-file-summary-test-churn-for-1.md,samples,markdown,29,1061,GitHub Actions Run Log
samples/logs/20260318T124437Z-gh-runs-reconcile-stale-dspy-backlog-for-1.md,samples,markdown,21,1060,GitHub Actions Log
samples/logs/20260318T125547Z-gh-runs-wire-lookup-first-ask-for-1.md,samples,markdown,22,1058,GitHub Actions Log
samples/logs/20260318T125829Z-gh-runs-restore-retrieval-gate-after-rebase.md,samples,markdown,36,1585,GitHub Actions Run Log
samples/logs/20260318T130525Z-gh-runs-finish-node24-publication-cache-followup-for-1.md,samples,markdown,27,1119,"GitHub Actions Status For `Finish Node 24 publication cache follow-up for ""1""`"
samples/logs/20260318T131709Z-gh-runs-restore-root-readme-weighting-for-1.md,samples,markdown,45,1680,GitHub Actions Run Log
samples/logs/20260318T133247Z-gh-runs-improve-retrieval-doc-priority-for-1.md,samples,markdown,34,1335,GitHub Actions Run Log
samples/logs/20260318T144102Z-gh-runs-merge-into-master.md,samples,markdown,69,2285,GitHub Actions Run Log
samples/logs/20260318T145935Z-gh-runs-consolidate-all-unconsoldiated-changes.md,samples,markdown,71,2401,GitHub Actions Run Log
samples/logs/20260319T035301Z-gh-runs-public-pages-and-workflow-repairs.md,samples,markdown,37,1578,GitHub Actions Log
samples/logs/20260319T071544Z-gh-runs-doncsoldiate-consolidation.md,samples,markdown,27,1137,GitHub Actions Log
samples/logs/20260319T114913Z-gh-runs-fix-publication-verification-for-whats-next-step.md,samples,markdown,67,2936,GitHub Actions Run Log
samples/logs/20260429T172137Z-gh-runs-develop-no-workflow.md,samples,markdown,23,866,GitHub Actions Run Log
samples/logs/20260429T200446Z-gh-runs-develop-no-new-run-after-blob-queue-migration.md,samples,markdown,34,1843,GitHub Actions Run Log
samples/logs/20260430T122222Z-gh-runs-develop-no-new-run-after-codex-proxy-push.md,samples,markdown,25,908,GitHub Actions check after pushing `bbdcf4b`
samples/logs/20260430T172518Z-gh-runs-develop-no-new-run-after-trace-handoff-push.md,samples,markdown,27,991,GitHub Actions check after pushing `839f4cb`
samples/logs/20260501T103130Z-gh-runs-develop-no-new-run-after-azure-runtime-env-fix-push.md,samples,markdown,35,1411,GitHub Actions check after pushing `9e627e1`
samples/logs/20260501T112330Z-gh-runs-develop-no-new-run-after-azure-responses-api-version-fix-push.md,samples,markdown,37,1522,GitHub Actions check after pushing `128874b`
samples/logs/20260501T125058Z-gh-runs-develop-no-new-run-after-trusted-trace-handoff-push.md,samples,markdown,30,1355,GitHub Actions check after pushing `66a7ad4`
samples/logs/20260501T162125Z-gh-runs-develop-no-new-run-after-live-trainer-bundle-publication-push.md,samples,markdown,30,1486,GitHub Run Inspection
samples/logs/20260501T174147Z-gh-runs-develop-no-new-run-after-versioned-trainer-recovery-push.md,samples,markdown,30,1505,GitHub Run Inspection
samples/logs/20260501T201242Z-gh-runs-develop-no-new-run-after-dspy-bundle-version-pinning-push.md,samples,markdown,41,2076,GitHub Run Inspection
samples/logs/20260502T064702Z-gh-runs-develop-no-new-run-after-live-trainer-timestamp-bundle-audit-push.md,samples,markdown,38,1604,GitHub Run Inspection
samples/logs/20260502T082402Z-gh-runs-develop-no-new-run-after-hybrid-vector-retrieval-push.md,samples,markdown,30,1631,GitHub Run Inspection
samples/logs/20260502T121755Z-gh-runs-develop-no-new-run-after-trainer-gating-and-retrieval-isolation-push.md,samples,markdown,25,1175,Summary
samples/logs/20260502T165750Z-gh-runs-develop-no-new-run-after-trainer-champion-batching-push.md,samples,markdown,35,1543,GitHub Run Inspection
samples/logs/20260503T080503Z-gh-runs-develop-no-new-run-after-codex-resume-lane-telemetry-push.md,samples,markdown,37,1782,GitHub Run Inspection
samples/logs/20260503T153706Z-gh-runs-develop-no-new-run-after-staged-bundle-mirror-push.md,samples,markdown,27,1171,GitHub Runs After `Support staged bundle mirrors and stale queue skips`
samples/logs/20260503T160232Z-gh-runs-develop-no-new-run-after-no-op-trainer-promotion-fix-push.md,samples,markdown,32,1482,GitHub Run Inspection
samples/logs/20260504T090704Z-gh-runs-develop-no-new-run-after-fix-codex-resume-pvc-session-path-push.md,samples,markdown,46,1689,GitHub Run Check After `Fix Codex resume PVC session path`
samples/logs/20260504T111427Z-gh-runs-develop-no-new-run-after-codex-resume-restore-fallback-debug-push.md,samples,markdown,72,3370,GitHub Run Check After `Document Codex resume restore fallback debug`
samples/logs/20260504T141246Z-gh-runs-develop-no-new-run-after-codex-resume-guard-hardening-push.md,samples,markdown,67,2837,GitHub Run Check After `Harden Codex resume restore guards`
samples/logs/20260504T161106Z-gh-runs-develop-no-new-run-after-explicit-codex-resume-targeting-push.md,samples,markdown,27,1175,GitHub Actions inspection after `464e16b` push
samples/logs/20260504T180441Z-gh-runs-develop-no-new-run-after-codex-session-continuity-markers-push.md,samples,markdown,28,986,GitHub Actions inspection after `490fe41` push
samples/logs/20260505T072441Z-gh-runs-develop-no-new-run-after-mcp-first-codex-discovery-push.md,samples,markdown,28,1152,GitHub Actions inspection after `abcf52c` push
samples/logs/20260505T084508Z-gh-runs-develop-no-new-run-after-mcp-resource-discovery-push.md,samples,markdown,30,984,GitHub Run Inspection
samples/logs/20260505T100903Z-gh-runs-develop-no-new-run-after-codex-mcp-startup-hardening-push.md,samples,markdown,33,1422,GitHub run inspection after `Harden Codex MCP startup diagnostics`
samples/logs/20260505T123501Z-gh-runs-develop-no-new-run-after-fix-codex-mcp-startup-regression-push.md,samples,markdown,36,1683,GitHub Run Inspection
samples/logs/20260505T173418Z-gh-runs-develop-no-new-run-after-fix-mcp-stdio-buffering-regression-push.md,samples,markdown,15,896,GitHub run inspection after `Fix MCP stdio buffering regression`
samples/logs/20260507T084228Z-gh-runs-develop-no-new-run-after-fix-trainer-bundle-compile-token-overflow-push.md,samples,markdown,19,738,GitHub run inspection after repo-rag push
samples/logs/20260507T101534Z-gh-runs-develop-no-new-run-after-fix-repo-rag-mcp-post-initialize-transport-push.md,samples,markdown,19,728,GitHub run inspection after repo-rag push
samples/logs/20260507T121155Z-gh-runs-develop-no-new-run-after-prefer-tool-first-repo-rag-mcp-discovery-push.md,samples,markdown,25,1215,GitHub run inspection after `Prefer tool-first repo-rag MCP discovery`
samples/logs/20260507T142540Z-gh-runs-develop-no-new-run-after-fix-codex-line-delimited-mcp-transport-push.md,samples,markdown,22,1163,GitHub run inspection after `Fix Codex line-delimited MCP transport`
samples/logs/20260507T193336Z-gh-runs-develop-no-new-run-after-fix-trainer-publication-drift-push.md,samples,markdown,21,724,Post-push GitHub run inspection
samples/logs/20260508T104235Z-gh-runs-develop-no-new-run-after-fix-trainer-hybrid-retrieval-gate-drift-push.md,samples,markdown,38,1453,GitHub Actions Post-Push Check
samples/logs/20260508T124852Z-gh-runs-develop-no-new-run-after-advance-global-trainer-champion-bundle-evaluation-push.md,samples,markdown,25,936,GitHub Actions Run Check
samples/logs/20260508T135238Z-gh-runs-develop-no-new-run-after-refresh-trainer-champions-on-richer-benchmark-context-push.md,samples,markdown,30,999,GitHub Actions Run Check
samples/logs/20260509T095052Z-gh-runs-develop-no-new-run-after-fix-ci-formatting-drift-push.md,samples,markdown,31,1164,GitHub Actions Run Check
samples/logs/20260510T092222Z-gh-runs-develop-no-new-run-after-implement-family-first-dspy-runtime-contract-push.md,samples,markdown,30,989,GitHub Actions Run Check
samples/logs/20260510T111300Z-gh-runs-family-first-runtime-hotfix-follow-up.md,samples,markdown,103,4366,GitHub Actions Run Log
samples/logs/20260510T124834Z-gh-runs-develop.md,samples,markdown,67,2618,GitHub Actions Run Log
samples/logs/20260510T144829Z-gh-runs-develop-no-new-run-after-family-first-runtime-fix-push.md,samples,markdown,34,1356,GitHub Actions follow-up for `4032f93` on `develop`
samples/logs/20260510T162259Z-gh-runs-develop-no-new-run-after-staged-family-first-runtime-guards-push.md,samples,markdown,19,682,Summary
samples/logs/20260510T173748Z-gh-runs-develop-no-new-run-after-family-state-root-alias-and-latest-bundle-fallback-push.md,samples,markdown,25,670,GitHub Actions Check After `a70facc`
samples/logs/20260510T190651Z-gh-runs-develop-no-new-run-after-stale-runtime-source-fix-push.md,samples,markdown,26,729,GitHub Actions follow-up after push on 2026-05-10
samples/logs/20260511T090438Z-gh-runs-fix-trainer-incrementality-and-family-state-vers.md,samples,markdown,68,2843,GitHub Actions Run Log
samples/logs/20260511T115602Z-gh-runs-develop-no-new-run-after-trainer-service-queue-preflight-push.md,samples,markdown,23,638,2026-05-11 GitHub Actions Status After `a17f7d2`
samples/logs/20260511T141353Z-gh-runs-develop-no-new-run-after-original-prompt-routing-and-batch-fallback-push.md,samples,markdown,31,944,2026-05-11 GitHub Actions Check After Original-Prompt Routing And Batch Fallback Push
samples/logs/20260511T174511Z-gh-runs-develop-no-new-run-after-family-runtime-artifact-fallback-push.md,samples,markdown,23,871,GitHub Actions Check After Push `0cea307`
samples/logs/20260511T203404Z-gh-runs-develop-no-new-run-after-queued-blob-trainer-gate-push.md,samples,markdown,26,882,2026-05-11 GitHub Actions Check After `e59ea5f`
samples/logs/20260513T104534Z-gh-runs-develop-no-new-run-after-trainer-cache-lifecycle-and-family-runtime-bridge-push.md,samples,markdown,24,857,GitHub Actions Check After `ac515aa`
samples/logs/20260513T131017Z-gh-runs-develop-no-new-run-after-trainer-processed-replay-dedupe-and-publish-gating-push.md,samples,markdown,24,689,GitHub Actions Check
samples/logs/20260513T163922Z-gh-runs-develop-no-new-run-after-family-runtime-hit-rate-bridge-and-prompt-preservation-push.md,samples,markdown,23,767,GitHub Actions Check After `fb7d61b`
samples/logs/20260513T184201Z-gh-runs-develop-no-new-run-after-azure-default-model-alignment-push.md,samples,markdown,16,620,Summary
samples/logs/20260513T205928Z-gh-runs-after-split-dspy-helper-trainer-model-surfaces-push.md,samples,markdown,28,1253,GitHub Actions Summary
samples/logs/20260514T132541Z-gh-runs-develop-no-new-run-after-fix-stale-family-trace-handoff-push.md,samples,markdown,28,1082,GitHub Actions Check
samples/logs/20260514T184319Z-gh-runs-develop-no-new-run-after-align-trainer-families-with-trace-contract-push.md,samples,markdown,26,1105,GitHub Actions Check
samples/logs/20260515T103229Z-gh-runs-develop-no-new-run-after-harden-remote-bundle-authority-and-lane-reset-push.md,samples,markdown,26,688,2026-05-15 GitHub Runs Check After `ee9d308`
samples/logs/20260515T143716Z-gh-runs-develop-no-new-run-after-add-feedback-aware-family-success-scoring-push.md,samples,markdown,31,1048,GitHub Run Check
samples/logs/20260515T161102Z-gh-runs-develop-no-new-run-after-harden-family-routing-and-trace-handoff-push.md,samples,markdown,18,773,Summary
samples/logs/20260515T183216Z-gh-runs-develop-no-new-run-after-prefer-family-profiles-and-thin-family-state-push.md,samples,markdown,23,824,GitHub Actions check after `c8ed5b3`
samples/logs/20260515T183241Z-gh-runs-develop-no-new-run-after-prefer-family-profiles-and-thin-family-state-push.md,samples,markdown,23,830,GitHub Actions check after c8ed5b3
samples/logs/20260515T205800Z-gh-runs-develop-no-new-run-after-harden-trainer-publish-recovery-and-family-profiles-push.md,samples,markdown,24,747,GitHub Runs Check
samples/logs/20260515T212100Z-gh-runs-develop-no-new-run-after-unify-family-term-stats-for-routing-push.md,samples,markdown,24,745,GitHub Runs Check
samples/logs/20260516T000500Z-gh-runs-develop-no-new-run-after-fix-thin-family-state-and-live-queue-mirroring-push.md,samples,markdown,25,776,GitHub Actions Check
samples/logs/20260516T072406Z-gh-runs-develop-no-new-run-after-tighten-family-profile-term-selectivity-push.md,samples,markdown,28,851,GitHub Run Check After `Tighten family profile term selectivity`
samples/logs/20260516T081006Z-gh-runs-develop-no-new-run-after-add-technical-term-lookup-categories-push.md,samples,markdown,46,1511,GitHub Run Check After `Add technical term lookup categories`
samples/logs/20260516T093100Z-gh-runs-develop-no-new-run-after-use-cron-only-trainer-orchestration-push.md,samples,markdown,21,773,2026-05-16 GH Runs Check After `Use cron-only trainer orchestration`
samples/logs/20260516T101544Z-gh-runs-develop-no-new-run-after-tighten-active-family-profile-summaries-push.md,samples,markdown,27,1295,Post-push GitHub Actions Check
samples/logs/20260516T134808Z-gh-runs-develop-no-new-run-after-document-batch-prompt-snapshot-mirroring-fix-push.md,samples,markdown,9,462,GitHub Run Check
samples/logs/20260516T150936Z-gh-runs-develop-no-new-run-after-tighten-family-summary-selection-and-counts-push.md,samples,markdown,22,798,2026-05-16 GitHub Actions Check After `c8ded31`
samples/logs/20260516T155600Z-gh-runs-develop-no-new-run-after-auto-recompile-cron-trainer-publishes-push.md,samples,markdown,22,960,2026-05-16 GitHub Actions Check After `Auto-recompile cron trainer publishes`
samples/logs/20260517T050635Z-gh-runs-develop-after-reset-stale-trainer-cache-after-remote-cleanup-push.md,samples,markdown,43,1626,GitHub Runs After `adfea05`
samples/logs/README.md,samples,markdown,11,331,GitHub Run Logs
samples/population/hushwheel_fixture_population_candidates.yaml,samples,yaml,22,955,- source: README.md
samples/population/repository_population_candidates.yaml,samples,yaml,16,690,- source: README.md
samples/training/hushwheel_fixture_training_examples.yaml,samples,yaml,68,1852,- question: What is the ember index?
samples/training/repository_training_examples.yaml,samples,yaml,79,2478,- question: What does this repository research?
src/repo_rag_lab/__init__.py,src,python,47,1087,Public package surface for the repository-grounded RAG lab.
src/repo_rag_lab/azure.py,src,python,76,2592,Azure deployment manifest helpers for downstream release workflows.
src/repo_rag_lab/azure_artifacts.py,src,python,446,17280,Azure Blob + Queue helpers for trainer-side traces and global bundle storage.
src/repo_rag_lab/azure_runtime.py,src,python,577,20123,"Azure runtime normalization, live probes, and cloud-completion helpers."
src/repo_rag_lab/benchmarks.py,src,python,484,16524,Retrieval benchmark helpers for notebook assertions and logging.
src/repo_rag_lab/cli.py,src,python,1371,60068,Command-line entrypoints for the shared repository RAG workflows.
src/repo_rag_lab/codex_proxy.py,src,python,2285,90466,Local streaming proxy that injects repo-RAG + DSPy mediation for Codex.
src/repo_rag_lab/corpus.py,src,python,181,5245,Repository file loading helpers for the baseline text corpus.
src/repo_rag_lab/dspy_training.py,src,python,1890,72051,DSPy training and artifact helpers for repository-grounded RAG.
src/repo_rag_lab/dspy_workflow.py,src,python,180,6518,DSPy-backed runtime wrappers around the repository retrieval workflow.
src/repo_rag_lab/exploratorium_translation.py,src,python,1011,38166,Generate the bilingual exploratorium translation publication surfaces.
src/repo_rag_lab/file_summaries.py,src,python,327,10564,Generate tracked repository file-summary surfaces.
src/repo_rag_lab/github_pr_gates.py,src,python,140,3979,GitHub branch-protection helpers for required pull-request gate checks.
src/repo_rag_lab/mcp.py,src,python,84,2947,Discovery helpers for MCP-related repository artifacts.
src/repo_rag_lab/mcp_server.py,src,python,1361,50399,Minimal stdio MCP server for bounded repo-RAG operations.
src/repo_rag_lab/mcp_stdio.py,src,python,38,953,Lightweight stdio entrypoint for the bounded repo-RAG MCP server.
src/repo_rag_lab/notebook_runner.py,src,python,491,16433,Monitored batch execution helpers for repository notebooks.
src/repo_rag_lab/notebook_scaffolding.py,src,python,258,10965,High-level notebook scaffolds built from tested repository helpers.
src/repo_rag_lab/notebook_support.py,src,python,89,2843,Helpers shared by notebooks so their setup logic stays in tested Python code.
src/repo_rag_lab/pages_site.py,src,python,390,13635,Generate a MkDocs-ready catalog of tracked repository Markdown files.
src/repo_rag_lab/population_samples.py,src,python,241,8376,Helpers for reviewing and batching starter corpus-population inputs.
src/repo_rag_lab/retrieval.py,src,python,788,25533,Baseline chunking and lexical retrieval utilities for repository text.
src/repo_rag_lab/retrieval_profile.py,src,python,236,9527,"Profile-driven retrieval weighting, exclusions, and repo-local overrides."
src/repo_rag_lab/runtime_artifacts.py,src,python,3382,153881,"Versioned bundle, overlay, and runtime-trace helpers."
src/repo_rag_lab/rust_lookup.py,src,python,295,7724,Helpers for the native Rust-backed SQLite lookup index.
src/repo_rag_lab/semantic_retrieval.py,src,python,214,7407,Azure OpenAI embedding-backed semantic retrieval helpers.
src/repo_rag_lab/settings.py,src,python,28,699,Shared repository path settings derived from a repository root.
src/repo_rag_lab/term_extraction.py,src,python,1168,26846,Technical-term extraction utilities for prompt-family routing profiles.
src/repo_rag_lab/todo_backlog.py,src,python,276,8434,Shared backlog rendering helpers for Markdown and LaTeX surfaces.
src/repo_rag_lab/trainer_deployment.py,src,python,435,18258,Kubernetes manifest helpers for trainer-side repo-RAG deployment surfaces.
src/repo_rag_lab/training_samples.py,src,python,3685,150447,Helpers for loading and summarizing starter DSPy training examples.
src/repo_rag_lab/utilities.py,src,python,3312,138173,"User-facing utility helpers shared by the CLI, tests, and notebooks."
src/repo_rag_lab/verification.py,src,python,163,4476,Verification helpers for Makefile and notebook contract checks.
src/repo_rag_lab/workflow.py,src,python,503,15900,Baseline repository question-answering workflow built on file retrieval.
tests/features/repository_rag.feature,tests,gherkin,12,377,Feature: Repository RAG
tests/fixtures/hushwheel_lexiconarium/.gitignore,tests,text,4,23,hushwheel
tests/fixtures/hushwheel_lexiconarium/CHANGELOG.md,tests,markdown,9,345,Changelog
tests/fixtures/hushwheel_lexiconarium/Doxyfile,tests,text,35,1239,PROJECT_NAME           = Hushwheel Lexiconarium
tests/fixtures/hushwheel_lexiconarium/LICENSE.md,tests,markdown,22,1082,MIT License
tests/fixtures/hushwheel_lexiconarium/Makefile,tests,makefile,388,20908,CC ?= cc
tests/fixtures/hushwheel_lexiconarium/README.md,tests,markdown,162,8269,The Hushwheel Lexiconarium
tests/fixtures/hushwheel_lexiconarium/VERSION,tests,text,2,6,0.1.0
tests/fixtures/hushwheel_lexiconarium/docs/architecture.md,tests,markdown,33,1404,Hushwheel Architecture
